층,A,관계,B,방향,조건,조건극성,부호,무게,등급,표본,출처수,교차확인,왜,사슬,근거,대주제A,대주제B,간선id
"L1결정론","고신·과숙","산출","술토(戌)","a→b","기준지가 겨울 (수국) · 판본 기존 명리=연지 기준 / 현대 명리=일지 기준 (둘 다 원문 병기)","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「십이신살 완전표 (기준 계절국 × 신살 14종)」 — 과숙살(여) → 술(戌)","S06 신살","S03 지지·지장간","E-9881d579"
"L1결정론","고지(화개)","구성","진토(辰)","a→b","","","중립","1.0","","","","","공리","","지지 3분류(생·왕·고)","S03 지지·지장간","S03 지지·지장간","E-0a08b9e8"
"L1결정론","고지(화개)","구성","술토(戌)","a→b","","","중립","1.0","","","","","공리","","지지 3분류(생·왕·고)","S03 지지·지장간","S03 지지·지장간","E-192bac84"
"L1결정론","고지(화개)","구성","축토(丑)","a→b","","","중립","1.0","","","","","공리","","지지 3분류(생·왕·고)","S03 지지·지장간","S03 지지·지장간","E-1f105f02"
"L1결정론","고지(화개)","구성","미토(未)","a→b","","","중립","1.0","","","","","공리","","지지 3분류(생·왕·고)","S03 지지·지장간","S03 지지·지장간","E-08b83790"
"L1결정론","공망","적용","원국·명식","a→b","공망이 형 또는 충을 당함 → 공망 작용이 풀린다 · 공망이 다른 지지와 합 → 해소 · 원국 공망 글자가 운에서 옴 → 전실(塡實)로 해공 · 길신·귀인이 공망과 동주 → 귀인 역할을 하지 못한다 · 지지가 공망 → 동주한 천간도 공망 영향 아래 · 대운·월운 → 적용하지 않는다 · 세운(년운)·일운 → 적용한다 · 원국에 공망이 있는 경우 → 운에서의 공망은 해소된다","","","1.0","","","","","인과","","[웹:명리학탐구] 웹 「공망 해소 조건」 MT-BASIC-P015-02 — {'입력': '공망이 형 또는 충을 당함', '출력': ['공망 작용이 풀린다']} / 웹 「공망 해소 조건」 MT-BASIC-P015-02 — {'입력': '공망이 다른 지지와 합', '출력': ['해소']} ","S06 신살","S13 자리(궁위)·원국 구조","E-1d3b5fc0"
"L1결정론","관대","순서","건록","a→b","","","중립","1.0","","","","","목차","","십이운성 12단계 순서(고전 포태법 — CLAUDE.md 260722 확정)","S07 십이운성","S07 십이운성","E-a076a5bb"
"L1결정론","관성 일반","롤업","편관(칠살)","a→b","","","중립","1.0","","","","","공리","","십성 총칭↔개별","S05 십성·육친","S05 십성·육친","E-0f9d9cec"
"L1결정론","관성 일반","롤업","정관","a→b","","","중립","1.0","","","","","공리","","십성 총칭↔개별","S05 십성·육친","S05 십성·육친","E-c25acecb"
"L1결정론","관성 일반","생","인성 일반","a→b","","","+","1.0","","","","","공리","","십성 상생 순환(오행 상생의 십성 판본) / 관인상생 내부 관계","S05 십성·육친","S05 십성·육친","E-714dcdc3"
"L1결정론","관성 일반","극","비겁 일반","a→b","","","-","1.0","","","","","공리","","십성 상극 순환","S05 십성·육친","S05 십성·육친","E-f794bdad"
"L1결정론","관성 일반","전제","상극","b→a","오행","존재","중립","1.0","","","","","목차","","결정론: 관성 일반 = 일간을 극하는 오행 (관성 → 일간)","S05 십성·육친","S01 음양·오행","E-0f967d73"
"L1결정론","괴강","산출","술토(戌)","a→b","일간이 경(庚)금(+) · 자리는 쇠(衰) · 성립요건 일주必 · 일간이 무(戊)토(+) · 자리는 묘(墓) · 성립요건 일주必","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「일간 × 십이운성 격자에 걸리는 신살」 — 괴강살 → 술(戌) / 방법론 보드 「일간 × 십이운성 격자에 걸리는 신살」 — 괴강살 → 술(戌)","S06 신살","S03 지지·지장간","E-c7a46a22"
"L1결정론","괴강","산출","진토(辰)","a→b","일간이 임(壬)수(+) · 자리는 묘(墓) · 성립요건 일주必 · 일간이 경(庚)금(+) · 자리는 양(養) · 성립요건 일주必","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「일간 × 십이운성 격자에 걸리는 신살」 — 괴강살 → 진(辰) / 방법론 보드 「일간 × 십이운성 격자에 걸리는 신살」 — 괴강살 → 진(辰)","S06 신살","S03 지지·지장간","E-44fe994d"
"L1결정론","근묘화실","적용","원국·명식","a→b","주 년주 · 시기 초년기 · 나이 #~18세 · 육친 조상 · 층위 국가 · 물상 뿌리 · 주 월주 · 시기 청년기 · 나이 19~38세 · 육친 부모 · 층위 사회 · 물상 모종 · 주 일주 · 시기 장년기 · 나이 39~58세 · 육친 배우자 · 층위 가정 · 물상 꽃 · 주 시주 · 시기 말년기 · 나이 58세~ · 육친 자식 · 층위 미래 · 물상 열매","","","1.0","","","","","인과","","[방법론 보드] 보드 「근묘화실 (자리 ↔ 시기 ↔ 육친 ↔ 물상)」 — {'주': '년주', '시기': '초년기', '나이': '#~18세', '육친': '조상', '층위': '국가', '물상': '뿌리'} / 보드 「근묘화실 (자리 ↔ 시기 ↔ 육친 ↔ 물상)」 — {'주': '월주","S13 자리(궁위)·원국 구조","S13 자리(궁위)·원국 구조","E-faee114f"
"L1결정론","금(金)","생","수(水)","a→b","","","+","1.0","","","","","공리","","오행 상생","S01 음양·오행","S01 음양·오행","E-d61ffab8"
"L1결정론","금(金)","극","목(木)","a→b","","","-","1.0","","","","","공리","","오행 상극","S01 음양·오행","S01 음양·오행","E-15049088"
"L1결정론","금여","산출","해","a→b","일간이 신(辛)금(-) · 자리는 목욕(沐浴)","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「일간 × 십이운성 격자에 걸리는 신살」 — 금여록 → 해(亥)","S06 신살","S04 합충형파해","E-c6121ca7"
"L1결정론","금여","산출","유금(酉)","a→b","일간이 임(壬)수(+) · 자리는 목욕(沐浴)","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「일간 × 십이운성 격자에 걸리는 신살」 — 금여록 → 유(酉)","S06 신살","S03 지지·지장간","E-6c9962d4"
"L1결정론","금여","산출","해수(亥)","a→b","일간(건록에서 2위)이 신금 · 판본 양일간=쇠지(진술축미), 음일간=목욕지(인신사해)","","","1.0","","","","","공리","","[웹:사공] 웹 조견표 「금여(금여록)」 SG-SINSAL-P011-06 — 신금 → 해수","S06 신살","S03 지지·지장간","E-8393c703"
"L1결정론","금여","산출","축토(丑)","a→b","일간(건록에서 2위)이 임수 · 판본 양일간=쇠지(진술축미), 음일간=목욕지(인신사해)","","","1.0","","","","","공리","","[웹:사공] 웹 조견표 「금여(금여록)」 SG-SINSAL-P011-06 — 임수 → 축토","S06 신살","S03 지지·지장간","E-6a01a2b6"
"L1결정론","기신","극","용신(총칭)","a→b","기신은 용신을 극하는 오행이다","","-","1.0","","","","","공리","","기신 정의 — 용신을 극한다 (웹:초코서당 CT-P035-04)","S09 용신","S14 기본 골격어","E-eb61ce84"
"L1결정론","기토(己)","소속","토(土)","a→b","","","중립","1.0","","","","","공리","","천간 오행 배속","S02 천간","S01 음양·오행","E-852569df"
"L1결정론","기토(己)","비화","무토(戊)","무향","","","중립","1.0","","","","","공리","","천간 비화(같은 오행) — 음간↔양간","S02 천간","S02 천간","E-b03288bc"
"L1결정론","기토(己)","생","경금(庚)","a→b","","","+","1.0","","","","","공리","","천간 생 — 토(土)생금(金) · 유정지생(음간→양간)","S02 천간","S02 천간","E-54671373"
"L1결정론","기토(己)","생","신금(辛)","a→b","","","+","1.0","","","","","공리","","천간 생 — 토(土)생금(金) · 무정지생(음간→음간)","S02 천간","S02 천간","E-dcf93e06"
"L1결정론","기토(己)","극","임수(壬)","a→b","","","-","1.0","","","","","공리","","천간 극 — 토(土)극수(水) · 유정지극(음간→양간)","S02 천간","S02 천간","E-5fa0f9d8"
"L1결정론","기토(己)","극","계수(癸)","a→b","","","-","1.0","","","","","공리","","천간 극 — 토(土)극수(水) · 무정지극(음간→음간)","S02 천간","S02 천간","E-ec8e51ed"
"L1결정론","년살·월살","산출","왕지(도화)","a→b","이전 삼합국의 왕지 · 기준지는 연지(기존 명리) 또는 일지(현대 명리) — 판본 갈림 · 판본 기존 명리: 연지(사회 → 나) / 현대 명리: 일지(내 행동 → 사회) — 둘 병기","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「십이신살 산출 조건 (삼합/방합 상대 위치)」 — 년살(진도화) = 이전 삼합국의 왕지","S06 신살","S03 지지·지장간","E-58559007"
"L1결정론","년살·월살","산출","고지(화개)","a→b","반대 삼합국의 고지 · 기준지는 연지(기존 명리) 또는 일지(현대 명리) — 판본 갈림 · 판본 기존 명리: 연지(사회 → 나) / 현대 명리: 일지(내 행동 → 사회) — 둘 병기","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「십이신살 산출 조건 (삼합/방합 상대 위치)」 — 월살(고초살) = 반대 삼합국의 고지","S06 신살","S03 지지·지장간","E-78a838ff"
"L1결정론","년살·월살","산출","자수(子)","a→b","기준지가 봄 (목국) · 판본 기존 명리=연지 기준 / 현대 명리=일지 기준 (둘 다 원문 병기) · 기준 삼합이 해묘미(목)","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「십이신살 완전표 (기준 계절국 × 신살 14종)」 — 년살(진도화) → 자(子) / 십이신살 규칙 — 해묘미(목) 기준 년살 = 자수(子) (겁살 = 왕지 묘목(卯) + 5칸에서 순환)","S06 신살","S03 지지·지장간","E-8fec3700"
"L1결정론","년살·월살","산출","축토(丑)","a→b","기준지가 봄 (목국) · 판본 기존 명리=연지 기준 / 현대 명리=일지 기준 (둘 다 원문 병기) · 기준 삼합이 해묘미(목)","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「십이신살 완전표 (기준 계절국 × 신살 14종)」 — 월살(고초살) → 축(丑) / 십이신살 규칙 — 해묘미(목) 기준 월살 = 축토(丑) (겁살 = 왕지 묘목(卯) + 5칸에서 순환)","S06 신살","S03 지지·지장간","E-9d8ca44d"
"L1결정론","년살·월살","산출","묘목(卯)","a→b","기준지가 여름 (화국) · 판본 기존 명리=연지 기준 / 현대 명리=일지 기준 (둘 다 원문 병기) · 기준 삼합이 인오술(화)","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「십이신살 완전표 (기준 계절국 × 신살 14종)」 — 년살(진도화) → 묘(卯) / 십이신살 규칙 — 인오술(화) 기준 년살 = 묘목(卯) (겁살 = 왕지 오화(午) + 5칸에서 순환)","S06 신살","S03 지지·지장간","E-162e77df"
"L1결정론","년살·월살","산출","진토(辰)","a→b","기준지가 여름 (화국) · 판본 기존 명리=연지 기준 / 현대 명리=일지 기준 (둘 다 원문 병기) · 기준 삼합이 인오술(화)","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「십이신살 완전표 (기준 계절국 × 신살 14종)」 — 월살(고초살) → 진(辰) / 십이신살 규칙 — 인오술(화) 기준 월살 = 진토(辰) (겁살 = 왕지 오화(午) + 5칸에서 순환)","S06 신살","S03 지지·지장간","E-1b5e47d6"
"L1결정론","년살·월살","산출","오화(午)","a→b","기준지가 가을 (금국) · 판본 기존 명리=연지 기준 / 현대 명리=일지 기준 (둘 다 원문 병기) · 기준 삼합이 사유축(금)","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「십이신살 완전표 (기준 계절국 × 신살 14종)」 — 년살(진도화) → 오(午) / 십이신살 규칙 — 사유축(금) 기준 년살 = 오화(午) (겁살 = 왕지 유금(酉) + 5칸에서 순환)","S06 신살","S03 지지·지장간","E-eb81bf5f"
"L1결정론","년살·월살","산출","미토(未)","a→b","기준지가 가을 (금국) · 판본 기존 명리=연지 기준 / 현대 명리=일지 기준 (둘 다 원문 병기) · 기준 삼합이 사유축(금)","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「십이신살 완전표 (기준 계절국 × 신살 14종)」 — 월살(고초살) → 미(未) / 십이신살 규칙 — 사유축(금) 기준 월살 = 미토(未) (겁살 = 왕지 유금(酉) + 5칸에서 순환)","S06 신살","S03 지지·지장간","E-5a6b2b85"
"L1결정론","년살·월살","산출","유금(酉)","a→b","기준지가 겨울 (수국) · 판본 기존 명리=연지 기준 / 현대 명리=일지 기준 (둘 다 원문 병기) · 기준 삼합이 신자진(수)","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「십이신살 완전표 (기준 계절국 × 신살 14종)」 — 년살(진도화) → 유(酉) / 십이신살 규칙 — 신자진(수) 기준 년살 = 유금(酉) (겁살 = 왕지 자수(子) + 5칸에서 순환)","S06 신살","S03 지지·지장간","E-cc9b2041"
"L1결정론","년살·월살","산출","술토(戌)","a→b","기준지가 겨울 (수국) · 판본 기존 명리=연지 기준 / 현대 명리=일지 기준 (둘 다 원문 병기) · 기준 삼합이 신자진(수)","","","1.0","","","","","공리","","[방법론 보드] 방법론 보드 「십이신살 완전표 (기준 계절국 × 신살 14종)」 — 월살(고초살) → 술(戌) / 십이신살 규칙 — 신자진(수) 기준 월살 = 술토(戌) (겁살 = 왕지 자수(子) + 5칸에서 순환)","S06 신살","S03 지지·지장간","E-45619062"
"L1결정론","대운수","적용","원국·명식","a→b","순행 → 생일 → 다가올 절기까지의 날수를 센다 · 판본 플러스명리학. ⚠«절기일이면 0» 과 «몫이 0이면 1» 이 서로 어긋나 보이지만 원문 그대로 둔다. 사공 만나이론은 별건(stance) · 역행 → 지나간 절기 → 생일까지의 날수를 센다 · 판본 플러스명리학. ⚠«절기일이면 0» 과 «몫이 0이면 1» 이 서로 어긋나 보이지만 원문 그대로 둔다. 사공 만나이론은 별건(stance) · 그 날수 ÷ 3 → 몫 = 대운수 · 판본 플러스명리학. ⚠«절기일이면 0» 과 «몫이 0이면 1» 이 서로 어긋나 보이지만 원문 그대로 둔다. 사공 만나이론은 별건(stance) · 나머지 1 → 버린다 · 판본 플러스명리학. ⚠«절기일이면 0» 과 «몫이 0이면 1» 이 서로 어긋나 보이지만 원문 그대로 둔다. 사공 만나이론은 별건(stance) · 나머지 2 → 몫에 1을 더한다 · 판본 플러스명리학. ⚠«절기일이면 0» 과 «몫이 0이면 1» 이 서로 어긋나 보이지만 원문 그대로 둔다. 사공 만나이론은 별건(stance) · 출생일이 절기일 → 0 · 판본 플러스명리학. ⚠«절기일이면 0» 과 «몫이 0이면 1» 이 서로 어긋나 보이지만 원문 그대로 둔다. 사공 만나이론은 별건(stance) · 몫이 0 → 1로 한다 · 판본 플러스명리학. ⚠«절기일이면 0» 과 «몫이 0이면 1» 이 서로 어긋나 보이지만 원문 그대로 둔다. 사공 만나이론은 별건(stance) · 날수 1~4일 → 대운수는 모두 1 · 판본 플러스명리학. ⚠«절기일이면 0» 과 «몫이 0이면 1» 이 서로 어긋나 보이지만 원문 그대로 둔다. 사공 만나이론은 별건(stance)","","","1.0","","","","","인과","","[웹:플러스명리학] 웹 「대운수 산출」 PL-INTRO-P020-04 — {'입력': '순행', '출력': ['생일 → 다가올 절기까지의 날수를 센다']} / 웹 「대운수 산출」 PL-INTRO-P020-04 — {'입력': '역행', '출력': ['지나간 절기 → 생일까지의 날수를 센","S10 대운·세운·운해석","S13 자리(궁위)·원국 구조","E-fe6c39d0"
